,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,Unnamed: 0
0,Actual System Dispatch,,,,,,,,2020-07-01 00:00:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
48,,1432,1415,1390,1390,1385,1370,1342,1344,1320,1315,1314,1300,1302,1310,1317,1309,1346,1380,1392,1427,1532,1612,1674,1737,1772,1763,1737,1714,1707,1715,1739,1753,1802,1883,1904,1940,1960,1983,1999,2007,1996,2025,2038,2046,2069,2095,2110,2113,2077,2062,2033,1995,2011,2005,2017,1991,2043,2035,2050,2060,2036,2049,2040,2046,2042,2035,2032,2009,1984,1960,1954,1913,2008,2134,2279,2416,2441,2427,2379,2327,2272,2222,2175,2124,2069,2005,1965,1898,1833,1717,1685,1636,1598,1557,1505,1485,43840.7,,40848,48
