,Plant,0:00:00,0:30:00,1:00:00,1:30:00,2:00:00,2:30:00,3:00:00,3:30:00,System_Initialize,4:30:00,5:00:00,5:30:00,6:00:00,6:30:00,7:00:00,7:30:00,8:00:00,8:30:00,9:00:00,9:30:00,10:00:00,10:30:00,11:00:00,11:30:00,Lunch_Break,12:30:00,13:00:00,13:30:00,14:00:00,14:30:00,15:00:00,15:30:00,16:00:00,16:30:00,17:00:00,17:30:00,18:00:00,18:30:00,19:00:00,19:30:00,20:00:00,20:30:00,21:00:00,21:30:00,22:00:00,22:30:00,23:00:00,23:30:00,Date
753,ALTAAQ_Polon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 3.
758,ALTAAQ_Polon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 5.
842,ALTAAQ_Polon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/25/2020
855,ALTAAQ_Polon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/13/2020
887,ALTAAQ_Polon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 9.
907,ALTAAQ_Polon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/21/2020
947,ALTAAQ_Polon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/24/2020
983,ALTAAQ_Polon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/15/2020
1011,ALTAAQ_Polon,8,0,0,0,0,0,0,0,0,0,0,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,0,0.11088,0,0,7/14/2020
1020,ALTAAQ_Polon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/19/2020
1123,ALTAAQ_Polon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/26/2020
53,Asia Power,0,0,0,0,0,0,0,0,0,0,0,42,42,42,35.6093,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,7/13/2020
68,Asia Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/19/2020
75,Asia Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/10/2020
99,Asia Power,0,0,0,0,0,0,0,0,0,0,32.9,32.9,32.9,34.2,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,34.2,34.2,32.9,32.9,32.9,32.9,34.2,34.2,33.7005,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,34.2,34.2,32.9,2020 - 07 - 3.
134,Asia Power,0,0,0,0,0,0,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,7/18/2020
166,Asia Power,0,0,0,0,0,0,0,0,0,0,9.4,36,36,35.2924,32.0757,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,28.2,28.2,28.2,7/28/2020
177,Asia Power,0,0,0,0,0,0,0,0,29.5,36,36,42,38.1,36.8,36.8,42,35.5,42,42,42,34.8079,41.3079,41.3079,41.3079,37.4079,37.4079,36.1079,34.8079,41.3079,42,36.8,34.2,40.7,36.8,40.7,35.5,35.5,39.4,42,40.7,40.7,40.7,40.7,36.8,30.8,15.4,9.4,4.7,2020 - 07 - 9.
267,Asia Power,0,0,0,0,0,0,0,0,0,0,0,28.2,28.2,28.2,28.2,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,28.2,28.2,7/29/2020
271,Asia Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/12/2020
289,Asia Power,0,0,0,0,0,0,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,32.9,32.9,2020 - 07 - 7.
300,Asia Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 4.
321,Asia Power,0,0,0,0,0,0,0,0,0,0,0,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,32.9,40.7,32.9,32.9,23.5,18.8,18.8,14.1,14.1,0,0,2020 - 07 - 6.
324,Asia Power,0,0,0,0,0,0,0,0,0,0,0,0,4.7,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,32.9,7/20/2020
353,Asia Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/11/2020
437,Asia Power,0,0,0,0,0,0,0,0,0,0,0,42,42,42,35.6093,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,0,0,7/21/2020
543,Asia Power,0,0,0,0,0,0,0,0,0,0,0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,28.2,7/22/2020
615,Asia Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/25/2020
618,Asia Power,0,0,0,0,0,0,0,0,0,0,0,4.7,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,38.4223,23.5,0,0,7/17/2020
681,Asia Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 5.
721,Asia Power,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7/26/2020
770,Asia Power,0,0,0,0,0,0,0,0,0,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,39.7665,32.9,7/15/2020
872,Asia Power,0,0,0,0,0,0,0,0,0,0,6,42,42,42,42,36.5703,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,32.9,32.9,32.9,7/16/2020
878,Asia Power,42,42,40.062,42,32.9,32.9,32.9,32.9,32.9,32.9,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,32.9,42,7/14/2020
908,Asia Power,0,0,0,0,0,0,0,0,0,0,0,36,36,36,32.4528,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,28.2,7/23/2020
919,Asia Power,0,0,0,0,0,0,0,0,0,0,0,4.7,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,30,14.1,0,7/27/2020
929,Asia Power,0,0,0,0,0,0,0,0,0,0,4.7,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,42,36,12,12,0,2020 - 07 - 8.
1036,Asia Power,0,0,0,0,0,0,0,0,0,0,0,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,28.2,28.2,7/24/2020
10,Barge,46.878,40.378,34,34,50.994,34,34,34,34,34,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,7/19/2020
32,Barge,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,2020 - 07 - 9.
36,Barge,60,60,60,60,60,44.419,34,34,34,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,2020 - 07 - 8.
80,Barge,60,34,34,34,34,34,34,34,34,34,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,7/18/2020
84,Barge,60,42.033,25.5,25.5,25.5,25.5,25.5,25.5,25.5,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,60,60,60,60,7/16/2020
91,Barge,60,60,60,60,60,60,57.055,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,34,34,60,60,7/25/2020
111,Barge,60,41.5187,34,34,34,34,34,34,34,60,60,60,60,60,60,60,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,60,60,60,60,60,60,60,60,60,60,60,60,7/23/2020
179,Barge,60,60,34,34,34,34,34,34,34,49.861,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,7/22/2020
233,Barge,34,34,34,34,34,34,34,34,34,34,45.277,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,7/17/2020
343,Barge,60,42.289,34,34,34,34,34,34,34,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,7/13/2020
379,Barge,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,7/14/2020
401,Barge,60,60,60,60,60,60,47.2575,36.2615,34,41.8242,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,7/26/2020
504,Barge,48.0808,34,34,34,34,34,34,34,34,34,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,7/20/2020
529,Barge,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,34,7/15/2020
565,Barge,60,60,60,55.977,39.977,25.5,25.5,25.5,25.5,45,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,2020 - 07 - 4.
578,Barge,60,60,60,60,60,60,34,34,34,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,2020 - 07 - 6.
630,Barge,60,42.289,34,34,34,34,34,34,34,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,7/21/2020
653,Barge,60,60,56.439,49.439,40.439,34,34,34,34,46.439,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,7/11/2020
687,Barge,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,34,2020 - 07 - 7.
694,Barge,34,34,34,34,34,34,34,34,50.408,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,19.402,7/24/2020
879,Barge,55,34,34,34,53.379,58.379,34,34,34,34,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,7/28/2020
920,Barge,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,34,60,60,60,60,60,60,44.778,25.5,25.5,25.5,25.5,2020 - 07 - 5.
921,Barge,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,7/12/2020
980,Barge,60,60,51.629,34,34,34,34,34,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,7/27/2020
1005,Barge,34,34,34,34,34,34,34,34,34,34,54.3093,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,50.509,34,34,7/10/2020
1051,Barge,60,60,60,35.516,34,34,34,34,35.516,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,2020 - 07 - 3.
1113,Barge,60,60,60,39.309,34,34,34,34,50.309,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,7/29/2020
16,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,35.864,35.864,35.864,35.864,35.864,35.864,35.864,34.129,34.129,34.129,34.129,34.129,34.129,27.129,11,11,11,35.864,35.864,35.864,35.864,35.864,35.864,35.864,11,0,0,0,2020 - 07 - 4.
66,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,11,11,33.406,33.406,33.406,33.406,33.406,0,0,0,36.242,36.242,36.242,36.242,11,0,0,0,0,0,0,7/18/2020
139,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.449,23.449,23.449,0,36.628,36.628,0,36.628,36.628,36.628,0,0,0,36.628,36.628,36.628,36.628,0,0,0,0,0,0,0,7/21/2020
151,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,36.036,36.036,11,11,11,11,11,11,26.604,36.036,36.036,36.036,0,0,0,36.036,36.036,36.036,36.036,36.036,36.036,0,0,0,0,0,7/28/2020
162,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,36.628,36.628,11,11,15.823,15.823,24.777,24.777,13.758,13.758,13.758,13.758,11,0,0,0,0,0,0,0,0,0,0,0,0,36.628,36.628,36.628,36.628,11,0,0,0,0,0,0,7/16/2020
183,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,25.544,25.544,0,0,0,0,35.864,35.864,35.864,35.864,35.864,0,0,0,35.864,35.864,35.864,0,0,0,0,0,0,0,0,2020 - 07 - 6.
186,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.449,23.449,23.449,0,36.628,36.628,0,36.628,36.628,36.628,0,0,0,36.628,36.628,36.628,36.628,0,0,0,0,0,0,0,7/13/2020
322,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,30.773,30.773,30.773,30.773,30.773,30.773,30.773,0,0,11,11,0,11,11,11,0,0,0,11,35.864,35.864,35.864,0,0,0,0,0,0,0,2020 - 07 - 8.
368,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,35.864,35.864,35.864,35.864,35.864,35.864,35.864,35.864,35.864,15.224,0,7/12/2020
384,Bowa,0,0,0,0,0,0,0,0,0,0,0,21.628,36.628,12.092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.628,36.628,36.628,36.628,36.628,36.628,36.628,0,36.628,36.628,0,0,0,0,0,0,0,0,0,7/14/2020
400,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,11,11,17.35,17.35,17.35,17.35,22.624,22.624,22.624,0,11,11,11,0,11,11,22,0,11,11,0,0,0,36.242,36.242,36.242,0,0,0,0,0,0,7/20/2020
428,Bowa,36.036,36.036,32,24,0,0,0,0,36.036,36.036,36.036,36.036,36.036,36.036,36.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.838,17.838,0,11,11,11,11,0,0,0,0,0,7/25/2020
446,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11,15.864,35.864,35.864,35.864,0,0,0,0,0,0,0,0,0,0,0,0,35.864,35.864,35.864,35.864,33.363,33.363,33.363,0,0,0,7/11/2020
528,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,32,0,0,0,11,36.628,36.628,36.628,36.628,36.628,32.572,32.572,32.572,32.572,32.572,0,0,0,0,0,0,0,0,0,7/15/2020
582,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.088,17.088,17.088,0,0,0,0,0,0,24.187,24.187,36.036,36.036,36.036,36.036,36.036,36.036,36.036,36.036,36.036,36.036,0,0,0,0,0,7/24/2020
662,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,36.036,36.036,36.036,36.036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.036,36.036,36.036,36.036,36.036,36.036,36.036,36.036,36.036,31.532,0,0,7/27/2020
725,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31.044,31.044,35.864,35.864,35.864,35.864,0,0,0,0,35.864,35.864,35.864,35.864,11,0,0,0,0,0,0,2020 - 07 - 7.
752,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.036,36.036,36.036,30,0,0,0,0,32.084,32.084,32.084,33.076,31.988,0,0,0,25.144,25.144,25.144,25.144,0,0,0,0,0,0,0,7/29/2020
772,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.147,26.147,26.147,26.147,26.147,26.147,21.147,11,0,0,0,0,0,0,11,11,11,11,11,0,11,36.242,36.242,36.242,36.242,0,0,0,0,0,0,7/17/2020
904,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,11,11.772,11.772,11.772,11.772,11,11,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35.864,35.864,35.864,35.864,35.864,35.864,35.864,35.864,11,11,0,2020 - 07 - 5.
914,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.3,31.064,31.064,31.064,31.064,31.064,31.064,0,0,0,0,0,0,29.765,29.765,29.765,29.765,29.765,29.765,36.242,36.242,36.242,0,0,0,0,0,0,0,0,7/22/2020
931,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,26.7,35.864,27.667,27.667,27.667,27.667,25.45,0,0,35.864,35.864,35.864,35.864,35.864,0,0,0,0,0,0,7/10/2020
959,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.926,26.926,26.926,26.926,26.926,26.926,26.926,26.926,0,0,0,0,11,11,11,11,11,35.864,0,0,0,35.864,35.864,11,11,0,0,0,0,0,0,2020 - 07 - 9.
969,Bowa,36.036,21.989,11.989,11.989,0,0,0,0,0,0,0,0,36.036,11.036,11,0,0,0,0,0,0,0,0,11,11,0,0,0,0,0,0,0,0,22.372,22.372,0,0,36.036,36.036,36.036,36.036,36.036,11,0,11,11,0,0,7/26/2020
1034,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.067,11.257,11.257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.242,36.242,36.242,36.242,36.242,36.242,36.242,36.242,36.242,36.242,0,7/19/2020
1035,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22.841,22.841,22.841,0,0,11,11,11,0,0,0,0,14,36.053,36.053,36.053,36.053,36.053,0,0,0,36.053,36.053,36.053,36.053,0,0,0,0,0,0,7/23/2020
1073,Bowa,0,0,0,0,0,0,0,0,0,0,0,0,23.896,23.896,23.896,23.896,23.896,23.896,23.896,11,11,11,11,11,0,0,0,0,11,11,11,11,11,11,0,0,0,0,35.864,35.864,0,0,0,0,0,0,0,0,2020 - 07 - 3.
25,Cany     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,25.435,0,0,0,0,0,0,0,0,0,0,0,0,2020 - 07 - 7.
46,Cany     ,30,12.585,20.252,11.01,30,30,30,30,11.01,11.01,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,7/17/2020
63,Cany     ,30,21.475,14.475,11.04,0,0,0,0,0,11.04,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,2020 - 07 - 8.
97,Cany     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.651,17.651,17.651,17.651,17.651,17.651,17.651,17.651,17.651,17.651,17.651,30,30,30,30,30,30,30,11.03,0,11.03,30,11.03,11.03,0,0,0,0,0,0,0,7/29/2020
155,Cany     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.02,11.783,11.783,30,11.02,18.679,18.679,18.679,18.679,18.679,18.679,18.679,30,30,26.098,30,30,30,30,30,11.02,30,30,30,30,30,30,0,0,0,0,0,7/16/2020
190,Cany     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,12.068,12.068,0,0,12.945,7/21/2020
236,Cany     ,12.872,12.872,12.872,12.872,0,0,0,0,0,0,0,0,0,0,0,11.03,20.421,0,11.03,30,0,0,0,0,0,0,0,0,0,0,0,30,11.03,30,30,30,30,30,30,30,30,30,30,30,30,30,26.593,26.593,7/26/2020
272,Cany     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,0,12.068,12.068,0,0,12.945,7/13/2020
281,Cany     ,28.065,11.04,11.04,0,0,0,0,0,11.04,11.04,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,19.7,7/10/2020
330,Cany     ,0,0,0,0,0,0,0,0,0,0,0,11.04,26.3,30,30,30,30,30,30,30,22,22,30,30,30,30,30,30,30,30,30,30,30,30,11.04,11.04,0,11.04,30,30,30,20.056,20.056,11.04,0,0,0,0,2020 - 07 - 3.
356,Cany     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.096,11.01,11.01,0,0,0,0,0,0,23.235,30,30,30,26.742,30,30,30,30,11.01,30,30,30,0,0,11.01,11.01,11.01,0,0,0,7/20/2020
575,Cany     ,0,0,0,0,0,0,0,0,0,0,0,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,30,17.41,17.41,7/27/2020
577,Cany     ,11.04,11.04,0,0,0,0,0,0,0,0,11.04,11.04,30,30,11.04,11.04,16.644,16.644,30,30,30,30,30,30,30,30,30,16.629,26.117,27.117,27.117,27.117,30,30,30,11.04,11.04,30,30,30,30,30,30,29.917,13.387,13.387,0,0,2020 - 07 - 4.
599,Cany     ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11.03,11.03,16.124,16.124,16.124,16.124,16.124,16.124,16.124,29.309,29.309,29.309,29.309,29.309,29.309,29.309,29.309,29.309,30,30,0,0,0,0,0,0,0,0,0,7/24/2020
640,Cany     ,30,30,22.199,12.749,12.749,12.749,11.04,11.04,11.04,11.04,0,17.078,17.078,30,30,30,23.409,17.49,17.49,11.04,11.04,24.19,30,30,30,30,30,30,30,22.74,11.04,11.04,11.04,11.04,11.04,11.04,30,30,30,30,30,30,30,0,0,0,0,0,2020 - 07 - 5.
724,Cany     ,0,0,0,0,0,0,0,0,0,0,0,0,11.04,11.04,0,11.04,11.04,30,30,30,30,30,30,30,23.942,23.942,23.942,23.942,23.942,23.942,23.942,30,30,17.436,17.436,17.436,17.436,17.436,30,30,30,30,30,30,0,0,0,0,2020 - 07 - 6.
746,Cany     ,0,0,0,0,0,0,0,0,0,0,0,0,30,30,30,11.03,11.03,11.03,11.03,11.03,11.03,30,30,30,30,17.922,17.922,17.922,17.922,17.922,17.922,17.922,30,30,30,30,30,30,30,30,30,25.173,25.173,25.173,25.173,25.173,25.173,25.173,7/11/2020
